identifiant personne;X;Y;Début;DESIRE;Nature activité;Lieu;lieu3
2102;-14.42944293;16.48716583;17:00;WANDER;priére+ préparer diner; cour;
2102;-14.42944293;16.48716583;19:00;FEED;diner ; cour;
2102;-14.42944293;16.48716583;21:00;STILL;palabrer; cour;
2102;-14.42955156;16.48713497;23:00;REST;dormir ; TC; chambre 249
2103;-14.42958106;16.48733815;00:00;REST;dormir ; TC; chambre
2103;-14.42942147;16.48716455;05:00;STILL;priére; cour;
2103;-14.42350718;16.49616053;06:00;WANDER;aller au champ; champ;
2103;-14.42942147;16.48716455;07:00;WANDER;priére+ tache ménagére; cour;
2103;-14.42855089;16.48420707;07:30;WANDER;Aller à l'école française ; Collège;
2103;-14.42942147;16.48716455;14:00;FEED;repas; cour;
2103;-14.42942147;16.48716455;15:00;REST;repos; cour;
2103;-14.42940806;16.48741145;17:00;WANDER;préparer le diner; cuisine;
2103;-14.42942147;16.48716455;20:00;REST;repos; cour;
2103;-14.42942147;16.48716455;21:00;FEED;diner ; cour;
2103;-14.42933564;16.48731758;22:00;STILL;reviser; chambre (443');
2103;-14.42958106;16.48733815;23:00;REST;dormir ; TC; chambre 
2104;-14.42958106;16.48727771;03:00;REST;dormir ; chambre 251;
2104;-14.42941208;16.48716841;07:00;FEED;dejeuner; cour (247) ;
2104;-14.42941208;16.48716841;07:00;STILL;priére ; cour (247) ;
2104;-14.42350718;16.49616053;08:00;WANDER;aller au champ; champ;
2104;-14.42958106;16.48727771;12:00;REST;Dormir ; chambre 250;
2104;-14.42941208;16.48716841;14:00;FEED;déjeuner ; cour;
2104;-14.42941208;16.48716841;15:00;STILL;palabrer; cour;
2104;-14.43053144;16.48720154;19:00;WANDER;aller au travail; boulangerie;
2601;-14.42480244;16.43474104;00:00;REST;Dormir ; TC; chambre
2601;-14.42480244;16.43474104;07:00;FEED; Petit déj ; Maison Diery Diouga;
2601;-14.42480244;16.43474104;07:00;WANDER;Prière ; Maison Diery Diouga;
2601;-14.4327796;16.48563425;08:30;WANDER;Aller au travail ; Boutique 401;
2601;-14.42480244;16.43474104;18:00;REST;Repos ; maison ;
2601;-14.42480244;16.43474104;20:00;REST;Regarder télé ; maison;
2701;-14.43107572;16.48687135;00:00;REST;dormir ; TC; chambre
2701;-14.43121252;16.48682891;07:30;WANDER;préparatif; maison 24;
2701;-14.43327983;16.48533976;09:00;WANDER;aller au travail; atelier 432';
2701;-14.43121252;16.48682891;14:00;REST;repos; maison 24;
2701;-14.43327983;16.48533976;16:00;WANDER;aller au travail; atelier 432';
2701;-14.43121252;16.48682891;20:00;REST;repos ; maison 24;
2702;-14.4322103;16.48557123;04:00;STILL;priére + wird; maison 15;
2702;-14.43220091;16.4854645;07:00;REST;Dormir ; chambre;
2702;-14.43323624;16.48537319;09:00;WANDER;aller travailler; atelier 433';
2702;-14.4322103;16.48557123;14:00;WANDER;faire le thé; maison 15;
2702;-14.43323624;16.48537319;17:00;WANDER;aller travailler; atelier 433';
2702;-14.4322103;16.48557123;21:00;REST;repos; maison 15;
2702;-14.43220091;16.4854645;23:00;REST;Dormir ; chambre;
2703;-14.42575154;16.48802743;00:00;REST;dormir ; TC; chambre
2703;-14.42568851;16.48794513;03:00;STILL;wird; maison 91;
2703;-14.42553294;16.48774837;05:00;STILL;priére+ wird; mosquéee;
2703;-14.42575154;16.48802743;07:00;REST;dormir; chambre;
2703;-14.42571265;16.48795541;10:00;FEED;petit dejeuner; cour;
2703;-14.43323624;16.48537319;10:30;WANDER;aller au travail; studio (433');
2703;-14.42571265;16.48795541;15:00;WANDER;faire le thé+ palabrer; cour;
2703;-14.43323624;16.48537319;17:00;WANDER;revenir au travail; studio;
2703;-14.42574483;16.48816631;21:00;STILL;palabrer; cour maison (255);
2704;-14.43014097;16.48596603;04:00;STILL;priére + wird; maison 3;
2704;-14.43030861;16.48617435;07:00;REST;Dormir ; chambre;
2704;-14.43323624;16.48537319;09:00;WANDER;aller travailler; atelier 433';
2704;-14.43014097;16.48596603;14:00;WANDER;faire le thé; maison 3;
2704;-14.43323624;16.48537319;17:00;WANDER;aller travailler; atelier 433';
2704;-14.43014097;16.48596603;21:00;REST;repos; maison 3;
2704;-14.43030861;16.48617435;23:00;REST;Dormir ; chambre;
2705;-14.42688075;16.48757991;04:00;STILL;priére + wird; maison 204;
2705;-14.42683515;16.48752333;07:00;REST;Dormir ; chambre;
2705;-14.43323624;16.48537319;09:00;WANDER;aller travailler; atelier 433';
2705;-14.42688075;16.48757991;14:00;WANDER;faire le thé; maison 204;
2705;-14.43323624;16.48537319;17:00;WANDER;aller travailler; atelier 433';
2705;-14.42688075;16.48757991;21:00;REST;repos; maison 204;
2705;-14.42683515;16.48752333;23:00;REST;Dormir ; chambre;
2706;-14.43357085;16.4853314;05:00;STILL;priére; chambre ;
2706;-14.43357085;16.4853314;06:00;REST;dormir; chambre;
2706;-14.43349776;16.48546771;08:00;WANDER;Donner à manger aux moutons; cour;
2706;-14.43298747;16.48643283;10:00;WANDER;promenade ; village;
2706;-14.43357085;16.4853314;12:00;REST;repos; chambre;
2706;-14.43349776;16.48546771;14:00;FEED;Dejeuner ; cour;
2706;-14.43357085;16.4853314;15:00;REST;Dormir ; chambre;
2706;-14.43349776;16.48546771;16:00;WANDER;Donner à manger aux moutons; cour;
2706;-14.43355543;16.48539891;18:00;STILL;priére+ repos; cour;
2706;-14.43355543;16.48539891;21:00;FEED;diner ; cour;
2706;-14.43357085;16.4853314;22:00;REST;Dormir ; chambre (456);
2707;-14.43351184;16.4854735;07:00;STILL;priére ; cour;
2707;-14.43351184;16.4854735;08:00;FEED;petit dejeuner; cour;
2707;-14.43264442;16.48630578;09:30;WANDER;Aller au marché; marché;
2707;-14.43354403;16.48566704;10:00;WANDER;preparer le dejeuner; cuisine;
2707;-14.43351184;16.4854735;14:00;FEED;déjeuner ; cour;
2707;-14.43361578;16.48529025;15:00;REST;Dormir ; chambre (454');
2707;-14.43354403;16.48566704;18:00;WANDER;preparer le diner; cuisine;
2707;-14.43357688;16.48541627;21:00;FEED;diner ; cour;
2707;-14.43357688;16.48541627;21:30;REST;Repos ; cour;
2707;-14.43363187;16.48533076;22:00;REST;Dormir ; chambre (455) ;
2708;-14.43349038;16.48546707;07:00;WANDER;preparatif; cour (453);
2708;-14.42855089;16.48420707;07:40;WANDER;Aller à l'école française ; Collège;
2708;-14.43349038;16.48546707;14:00;FEED;déjeuner ; cour;
2708;-14.43369423;16.48536355;15:00;REST;Dormir ; chambre (458);
2708;-14.4335447;16.48566639;18:00;WANDER;preparer le diner; cuisine;
2708;-14.43351922;16.48536098;20:00;FEED;diner ; cour;
2708;-14.43369423;16.48536355;21:00;STILL;Réviser + télé; chambre;
2708;-14.43369423;16.48536355;22:30;REST;dormir; chambre;
2801;-14.43385114;16.4858863;04:00;STILL;priére+ wird; véranda;
2801;-14.43379615;16.48587858;06:00;REST;Dormir; chambre (335);
2801;-14.43307866;16.48623994;08:00;WANDER;promenade;;
2801;-14.43386992;16.4858445;09:00;REST;repos; cour (330);
2801;-14.43386992;16.4858445;10:00;FEED;petit déjeuner; cour;
2801;-14.43379615;16.48587858;10:30;STILL;priére nafila; chambre;
2801;-14.43379615;16.48587858;11:00;REST;Dormir; chambre;
2801;-14.43385114;16.4858863;14:00;FEED;déjeuner ; véranda ;
2801;-14.43379615;16.48587858;15:00;REST;Dormir; chambre;
2801;-14.43379615;16.48587858;17:00;STILL;priére+ wird; chambre;
2801;-14.433884;16.48579692;20:00;FEED;diner ; cour;
2801;-14.43379615;16.48587858;21:00;REST;Dormir ; TC; chambre
2802;-14.43385919;16.48589208;07:00;WANDER;priére+ préparatif petit dejeuner; veranda;
2802;-14.43290854;16.48590839;08:30;WANDER;aller au travail; marché;
2802;-14.43386254;16.48578213;13:00;REST;repos; cour;
2802;-14.43386254;16.48578213;15:00;REST;Dormir ; cour;
2802;-14.43253701;16.48607996;16:00;WANDER;aller au marché; marché;
2802;-14.43386992;16.48584965;20:00;FEED;diner; cour;
2802;-14.43386992;16.48584965;20:00;STILL;priére ; cour;
2802;-14.43388333;16.48595252;21:00;STILL;palabrer; chambre ;
2802;-14.43388333;16.48595252;22:00;REST;Dormir; chambre (333) ;
2803;-14.4338726;16.48584514;09:00;WANDER;tache ménagére; cour;
2803;-14.43200673;16.48649531;10:00;WANDER;aller au marché ; marché;
2803;-14.43391752;16.4859178;10:15;WANDER;aller au magasin ; magagin;
2803;-14.43385382;16.48580014;10:30;WANDER;preparer le dejeuner; cuisine ;
2803;-14.43376866;16.48590044;15:00;REST;Dormir ; chambre (334);
2803;-14.43385382;16.48580014;18:00;WANDER;préparer le diner; cuisine+ cour;
2803;-14.43384108;16.48587215;22:00;REST;dormir; veranda;
2804;-14.43388199;16.48578599;07:00;WANDER;tache ménagére+ petit déjeuner; cour;
2804;-14.43349776;16.48546193;10:00;WANDER;aller jouer;  maison 27;
2804;-14.43387997;16.48594995;12:00;REST;Dormir ; chambre (336);
2804;-14.43388199;16.48578599;14:00;WANDER;laver des assiettes; cour;
2804;-14.43387997;16.48594995;15:00;STILL;regarder la télé; chambre;
2804;-14.43387126;16.48584386;18:00;WANDER;tache ménagére; cour;
2804;-14.43349776;16.48546193;19:30;STILL;regarder la télé; maison 27;
2804;-14.43387997;16.48594995;22:00;REST;Dormir ; chambre;
2805;-14.43387126;16.48584386;08:00;WANDER;Priére+ tache ménagére; cour;
2805;-14.43388467;16.48579949;09:00;FEED;petit dejeuner; cour;
2805;-14.43381761;16.48591716;10:00;STILL;regarder la télé; salon;
2805;-14.43384443;16.48587408;14:00;FEED;déjeuner ; véranda;
2805;-14.43388467;16.48579949;14:30;WANDER;aller jouer; cour;
2805;-14.43388467;16.48579949;17:00;STILL;regarder la télé; cour ;
2805;-14.43387126;16.48584386;21:00;FEED;diner  ; cour;
2805;-14.43385047;16.4859686;22:00;REST;Dormir ; TC; chambre (337)
2806;-14.43386187;16.48583807;08:00;WANDER;priére+ tache ménagére ; cour;
2806;-14.43388467;16.48579949;10:00;FEED;petit déjeuner; cour;
2806;-14.43391752;16.4859178;10:20;WANDER;magasin; magasin (338);
2806;-14.43381091;16.48592616;11:00;REST;repos; chambre;
2806;-14.43381761;16.48591716;15:00;REST;repos+ regarder la télé ; salon;
2806;-14.43385382;16.48580014;17:00;WANDER;préparer le diner; cuisine (331);
2806;-14.43386522;16.48584129;19:00;STILL;regarder la télé; cour ;
2806;-14.43386522;16.48584129;21:00;FEED;diner  ; cour;
2806;-14.43386522;16.48584129;21:30;STILL;palabrer; cour;
2806;-14.43381091;16.48592616;22:00;REST;Dormir ; TC; chambre
2807;-14.43398056;16.48568118;07:00;WANDER;priére+ préparatif école; chambre (339);
2807;-14.42898018;16.48337555;07:50;WANDER;aller à l'école; lycée;
2807;-14.43388936;16.48577377;15:00;WANDER;préparer Thé; cour;
2807;-14.42898018;16.48337555;17:30;STILL;reviser; lycée;
2807;-14.43388936;16.48577377;19:30;STILL;reviser; cour;
2807;-14.43398056;16.48568118;23:00;REST;Dormir ; TC; chambre
2809;-14.43395709;16.48569469;07:00;FEED;petit déjeuner; chambre;
2809;-14.43395709;16.48569469;07:00;STILL;priére ; chambre;
2809;-14.42855089;16.48420707;07:40;WANDER;aller à l'école; école collége;
2809;-14.43395709;16.48569469;12:00;STILL;réviser; chambre;
2809;-14.43395709;16.48569469;13:00;REST;repos; chambre;
2809;-14.43388936;16.48577377;14:00;FEED;déjeuner ; Cour;
2809;-14.43388936;16.48577377;15:00;WANDER;faire le thé; cour;
2809;-14.43451767;16.4851758;17:00;WANDER;faire du sport; village et en dehors;
2809;-14.43395709;16.48569469;17:50;STILL;reviser ; Chambre ;
2809;-14.43395709;16.48569469;22:00;REST;Dormir ; TC; chambre
2901;-14.43317522;16.48601425;01:00;WANDER;connexion; maison;
2901;-14.43306861;16.48598146;04:00;REST;Dormir ; TC; chambre
2901;-14.43317522;16.48601425;10:00;STILL;priére; maison ;
2901;-14.43325837;16.48623029;11:00;WANDER;atelier; atelier (395) ;
2902;-14.43360505;16.48795091;06:00;STILL;priére; maison 66;
2902;-14.43312292;16.48609912;07:00;WANDER;aller à l'atelier; atelier (396);
2902;-14.43360505;16.48795091;20:00;REST;repos;maison 66;
2902;-14.43361846;16.48797856;21:00;REST;Dormir ; TC; chambre
2903;-14.43266426;16.48517772;09:00;STILL;priére; maison 14;
2903;-14.43320339;16.48616985;09:15;WANDER;Aller travailler  ; atelier (396);
2903;-14.43266426;16.48517772;19:00;REST;repos;maison 14;
2903;-14.43259318;16.48523109;23:00;REST;Dormir ; TC; chambre
2904;-14.43322484;16.48631645;00:00;REST;dormir; boutique;
2904;-14.43322484;16.48631645;05:00;STILL;priére; boutique;
2904;-14.43322484;16.48631645;06:00;WANDER;ouvrir la boutique; boutique (397);
2904;-14.43322484;16.48631645;23:00;REST;repos; boutique;
3001;-14.43424189;16.48611087;06:00;WANDER;Prière + préparatif ; maison 83;
3001;-14.43336481;16.48655517;08:00;WANDER;Aller au travail ; Boutique (386);
3001;-14.43424189;16.48611087;22:00;REST;Repos + connexion ; maison 83;
3001;-14.43431833;16.48601957;23:00;REST;Dormir ; TC; chambre
3002;-14.43562591;16.49258048;05:30;STILL;Prière ; maison ;
3002;-14.43322399;16.48638928;07:00;WANDER;Aller travailler ; boutique 387;
3002;-14.43562591;16.49258048;20:00;REST;Repos ; maison;
3002;-14.43548912;16.49269364;23:00;REST;Dormir ; TC; chambre
3003;-14.43342918;16.48625876;05:00;STILL;priére+ wird; maison;
3003;-14.43342918;16.48625876;05:30;WANDER;reveiller la famille; cour;
3003;-14.43342918;16.48625876;08:00;FEED;petit dejeuner; cour;
3003;-14.43368533;16.48619124;09:00;WANDER;regarder la télé; chambre (388);
3003;-14.43342918;16.48625876;14:00;FEED;déjeuner ; cour;
3003;-14.43368533;16.48619124;15:00;REST;Dormir; chambre;
3003;-14.43368533;16.48619124;17:00;WANDER;regarder la télé; chambre;
3003;-14.43342918;16.48625876;21:00;FEED;diner ; cour;
3003;-14.43368533;16.48619124;22:00;REST;Dormir; chambre;
3004;-14.4348132;16.49071587;00:00;REST;Dormir ; TC ; Chambre
3004;-14.43485343;16.4906953;07:00;WANDER;priére+ préparatif; maison 432;
3004;-14.43342516;16.48626647;08:00;WANDER;Tache ménagère ; cour (349);
3004;-14.43342516;16.48626647;10:00;FEED;petit dejeuner; cour;
3004;-14.43352306;16.48605686;10:30;WANDER;aller au magasin; magasin (391);
3004;-14.4335586;16.48602214;11:00;WANDER;préparer le déjeuner; cuisine (349) ;
3004;-14.43342516;16.48626647;14:00;FEED;déjeuner ; cour 393;
3004;-14.43342516;16.48626647;15:00;REST;repos ; cour;
3004;-14.43342516;16.48626647;15:30;STILL;palabrer; cour (393);
3004;-14.43342516;16.48626647;17:00;WANDER;tache ménagére ; cour;
3004;-14.43485343;16.4906953;18:00;WANDER;rentrer chez lui; maison 432;
3004;-14.43485343;16.4906953;18:30;REST;repos; maison 432;
3004;-14.43342516;16.48626647;20:00;FEED;diner ; cour;
3004;-14.43485343;16.4906953;21:00;REST;repos; maison 432;
3005;-14.43340906;16.48627547;06:00;WANDER;priére+ wird+ tâche ménagére; cour;
3005;-14.43340906;16.48627547;09:00;WANDER;repos/ tache ménagére; cour;
3005;-14.43340906;16.48627547;14:00;FEED;déjeuner ; cour;
3005;-14.43340906;16.48627547;15:00;WANDER;Tache ménagère ; cour;
3005;-14.4335586;16.48602214;18:00;WANDER;préparer diner; cuisine (392);
3005;-14.43340906;16.48627547;20:00;FEED;diner ; cour;
3005;-14.43340906;16.48627547;21:00;STILL;repos+ palabrer; cour;
3005;-14.43363034;16.48606393;23:00;REST;Dormir ; TC ; Chambre
3006;-14.44007569;16.49578755;06:30;STILL;priére ; maison;
3006;-14.44007569;16.49578755;07:00;FEED; petit dejeuner; maison;
3006;-14.43324947;16.486415;08:00;WANDER;aller à l'atelier; atelier (390);
3006;-14.44007569;16.49578755;13:00;REST;repos; maison diamandou;
3006;-14.44007569;16.49578755;13:30;FEED;déjeuner ; maison diamandou;
3006;-14.43324947;16.486415;15:30;WANDER;aller à l'atelier; atelier (390);
3006;-14.44007569;16.49578755;21:00;REST;repos; maison;
3006;-14.44034525;16.49565767;23:00;REST;Dormir ; TC ; Chambre
3007;-14.44018566;16.49587113;06:00;STILL;Prière ; maison Diomandou;
3007;-14.43332055;16.48652045;06:15;WANDER;Aller travailler ; boutique 394;
3007;-14.44018566;16.49587113;23:00;REST;Dormir ; Diomandou;
3101;-14.43362364;16.48655067;08:00;STILL;priére ; maison 31;
3101;-14.43362364;16.48655067;08:00;FEED;priére+ petit dej; maison 31;
3101;-14.43354988;16.48679243;08:30;WANDER;ouvrir la boutique; boutique (374);
3101;-14.43362364;16.48655067;15:00;REST;repos; cour;
3101;-14.43354988;16.48679243;17:00;STILL;rouvrir; boutique ;
3101;-14.43368935;16.48665741;23:00;REST;dormir ; TC; chambre
3102;-14.43363034;16.4865481;05:00;STILL;priére; cour;
3102;-14.43326825;16.48681172;05:30;WANDER;aller; travailler;
3102;-14.43363034;16.4865481;19:00;REST;repos; cour;
3102;-14.43373456;16.48662168;23:00;REST;dormir ; TC; chambre 378
3103;-14.43363034;16.48653524;06:00;STILL;priére; cour;
3103;-14.43363034;16.48653524;06:30;FEED;petit dej; cour;
3103;-14.43360984;16.48671363;07:00;WANDER;aller au travail; atelier;
3103;-14.43363034;16.48653524;15:00;REST;repos; cour;
3103;-14.43360984;16.48671363;17:00;WANDER;retourner à l'atelier; atelier;
3103;-14.43363034;16.48653524;19:00;REST;repos; cour;
3103;-14.43363034;16.48653524;21:00;STILL;palabrer; cour;
3103;-14.43371243;16.48659918;23:00;REST;dormir ; TC; chambre 380 
3104;-14.43369902;16.4863497;02:00;REST;dormir ; TC; chambre
3104;-14.433695;16.48659725;04:00;WANDER;priére+ préparatif; chambre 381;
3104;-14.43365851;16.48654167;04:30;FEED;petit dej; cour;
3104;-14.43328663;16.48682615;05:00;WANDER;aller au travail; voiture;
3104;-14.43360648;16.48651366;13:00;REST;repos ; maison;
3104;-14.43310357;16.48666155;19:00;WANDER;rendre visites à ses amis; village;
3104;-14.43365851;16.48654167;23:00;STILL;palabrer; cour;
3105;-14.43378418;16.48658696;00:00;REST;dormir ; TC; chambre 376
3105;-14.43364107;16.48655839;09:00;FEED;petit dejeuner; cour;
3105;-14.43364107;16.48655839;09:00;STILL;priére ; cour;
3105;-14.43341068;16.48662039;09:30;WANDER;aller à l'atelier; boutique (385);
3105;-14.43378418;16.48658696;15:00;REST;repos; chambre;
3105;-14.4340579;16.48512556;17:00;WANDER;aller au terrain; terrain ;
3105;-14.44220799;16.49433782;19:00;WANDER;aller animer; dodel/hors dodel;
3106;-14.43365583;16.48653138;06:00;FEED;petit dejeuner+ priére; cour;
3106;-14.43317551;16.48673244;09:00;WANDER;aller au garage ; garage;
3106;-14.43365583;16.48653138;12:00;REST;repos; cour;
3106;-14.43365583;16.48653138;15:00;WANDER;faire le thé; cour;
3106;-14.43688985;16.49051429;17:00;WANDER;aller au sport; courir;
3106;-14.43317551;16.48673244;19:00;WANDER;aller au garage ; garage;
3106;-14.43365583;16.48653138;21:00;REST;repos; cour;
3106;-14.43349987;16.48652973;22:00;REST;dormir ; TC; chambre 379
3107;-14.43371243;16.48659918;00:00;REST;dormir ; TC; chambre
3107;-14.43365314;16.48656096;06:00;WANDER;priére+ tache ménagére; cour;
3107;-14.43365314;16.48656096;10:00;FEED;petit dej; cour;
3107;-14.43226947;16.48623456;10:30;WANDER;aller au marché ; marché;
3107;-14.43371243;16.48659918;11:00;WANDER;magasin; magasin;
3107;-14.43371243;16.48659918;15:00;REST;dormir ; TC; chambre 380 
3107;-14.43365314;16.48656096;17:00;WANDER;prparatif diner; cour;
3107;-14.43365851;16.48638092;18:00;WANDER;preparer le diner; cuisine (383);
3107;-14.43365314;16.48656096;21:00;STILL;palabrer; cour;
3108;-14.43373456;16.48662168;01:00;REST;dormir ; TC; chambre 378
3108;-14.43361693;16.48654938;06:00;WANDER;priére+ tache ménagére; cour;
3108;-14.43361693;16.48654938;07:00;FEED;petit dej; cour;
3108;-14.43252004;16.48606137;10:30;WANDER;aller au marché; marché;
3108;-14.43384989;16.48653231;11:00;WANDER;magasin; magasin (382);
3108;-14.43373456;16.48662168;15:00;REST;repos; chambre;
3108;-14.43361693;16.48654938;17:00;REST;repos; cour;
3108;-14.43361693;16.48654938;19:00;STILL;palabrer; cour;
3108;-14.43373456;16.48662168;21:00;REST;dormir ; TC; chambre
3109;-14.43362766;16.48655581;09:00;WANDER;tache ménagére; cour;
3109;-14.43378418;16.48658696;11:00;REST;repos; chambre;
3109;-14.43378418;16.48658696;15:00;REST;repos; chambre 376;
3109;-14.43362766;16.48655581;18:00;STILL;palabrer; cour;
3109;-14.43378418;16.48658696;22:00;REST;dormir ; TC; chambre
3110;-14.43383849;16.48629569;06:00;WANDER;priére+ préparatif école; chambre;
3110;-14.42898018;16.48337555;07:40;WANDER;aller à l'école; lycée;
3110;-14.43360486;16.48656353;12:00;REST;repos; cour;
3110;-14.43383849;16.48629569;14:00;STILL;reviser; chambre 377;
3110;-14.43354988;16.48679243;17:00;WANDER;aller à la boutique; boutique (374);
3110;-14.43383849;16.48629569;19:00;STILL;reviser; chambre;
3110;-14.43383849;16.48629569;22:00;REST;dormir ; TC; chambre
3111;-14.43360486;16.48656353;05:00;STILL;priére; cour;
3111;-14.43340398;16.48665447;06:00;WANDER;ouvrir la boutique; boutique (384);
3111;-14.43340398;16.48665447;17:00;WANDER;aller à la boutique; boutique;
3111;-14.43381771;16.48632334;21:00;REST;dormir ; TC; chambre
3112;-14.43381771;16.48632334;00:00;REST;dormir ; TC; chambre
3112;-14.43360486;16.48656353;06:00;STILL;priére; cour;
3112;-14.43343147;16.4866937;06:30;WANDER;aller au travail; tangana (399);
3112;-14.43360648;16.48655288;12:00;REST;repos; maison;
3112;-14.43343147;16.4866937;16:00;WANDER;aller travailler; tangana;
3201;-14.42776463;16.48689623;06:00;STILL;priére; maison 207;
3201;-14.43362861;16.48689945;07:00;WANDER;aller à la boutique; boutique (373);
3201;-14.42776463;16.48689623;22:00;FEED;diner; maison (207);
3201;-14.42776463;16.48689623;22:00;STILL;priére ; maison (207);
3201;-14.42779682;16.48700426;23:00;REST;dormir ; TC; chambre
3202;-14.43262815;16.48516339;05:30;STILL;priére; maison 14;
3202;-14.4325678;16.48520711;06:00;REST;dormir ; TC; chambre
3202;-14.43262815;16.48516339;07:00;FEED;petit dej; maison 14;
3202;-14.43357363;16.48685187;07:30;WANDER;aller à l'atelier; atelier;
3202;-14.43262815;16.48516339;18:00;REST;repos; maison 14;
3202;-14.4325678;16.48520711;22:00;REST;dormir ; TC; chambre
3203;-14.430935;16.49261355;01:00;REST;dormir ; TC; chambre
3203;-14.43084381;16.49260326;07:00;FEED;petit dejeuner; cour;
3203;-14.43084381;16.49260326;07:00;STILL;priére ; cour;
3203;-14.43357564;16.48685958;08:00;WANDER;aller au travail; atelier;
3203;-14.43084381;16.49260326;18:00;REST;repos; maison (408);
3203;-14.4340578;16.48531049;18:30;WANDER;s'entrainer; terrain;
3203;-14.43084381;16.49260326;20:00;STILL;regarder la télé;;
3204;-14.43264759;16.48519811;08:00;WANDER;priére+ préparatif; maison 14;
3204;-14.43357564;16.48685958;08:30;WANDER;aller à l'atelier; atelier;
3204;-14.43134836;16.48605761;18:00;WANDER;aller visiter ses amis; village;
3204;-14.43256243;16.48517368;23:00;REST;dormir ; TC; chambre
3205;-14.43356022;16.48685251;11:00;WANDER;aller à l'atelier; atelier;
3205;-14.43525409;16.48156219;18:00;WANDER;aller à la maison; medina dodel;
3301;-14.43403198;16.48691379;00:00;REST;dormir ; TC; chambre
3301;-14.43391555;16.48710278;05:30;WANDER;priére+ tache ménagére; cour;
3301;-14.43390482;16.48729053;07:30;WANDER;aller dans la boutique; boutique (366);
3301;-14.43391555;16.48710278;14:00;REST;repos+thé; cour;
3301;-14.43390482;16.48729053;16:00;WANDER;aller à la boutique; boutique;
3301;-14.43391555;16.48710278;21:30;STILL;palabrer; cour;
3302;-14.43391555;16.48710278;06:00;WANDER;prépare petit dej+ tache M; cour;
3302;-14.43391555;16.48710278;10:00;REST;repos; cour;
3302;-14.43391555;16.48710278;15:00;STILL;palabrer; cour;
3302;-14.43382435;16.48704362;17:00;WANDER;aller au magasin ; magagin (367);
3302;-14.43385386;16.48701533;17:10;WANDER;préparer le diner; cuisine (368);
3302;-14.43391555;16.48710278;21:00;WANDER;tache ménagére; cour;
3302;-14.43407757;16.48695751;22:00;REST;dormir ; TC; chambre
3303;-14.43412532;16.48298039;04:00;STILL;priére; mosquéee;
3303;-14.43408185;16.48718379;06:00;WANDER;à manger aux moutons; case (372);
3303;-14.43398395;16.48694975;08:00;REST;repos; salon;
3303;-14.43398395;16.48694975;09:00;FEED;petit dej; salon;
3303;-14.43143895;16.48712083;09:30;WANDER;visiterses parents; village;
3303;-14.43398395;16.48694975;13:00;REST;repos; salon;
3303;-14.43398395;16.48694975;15:00;STILL;regarder la télé; salon;
3303;-14.43408185;16.48718379;17:00;WANDER;donner à manger; case mouton;
3303;-14.43412532;16.48298039;18:00;STILL;aller à la mosquéee; mosquéee;
3303;-14.43391957;16.48713878;20:00;FEED;diner; cour;
3303;-14.43391957;16.48713878;20:00;REST;repos ; cour;
3303;-14.43391957;16.48713878;21:00;STILL;palabrer; cour;
3303;-14.43398395;16.48694975;23:00;REST;dormir; salon;
3304;-14.43410842;16.48699609;00:00;REST;dormir ; TC; chambre
3304;-14.43390348;16.4871375;06:30;WANDER;tache M+ Priére+ préparatif; cour;
3304;-14.42984347;16.48421966;07:40;WANDER;aller à l'école; école élémentaire;
3304;-14.43390348;16.4871375;13:00;WANDER;tache ménagére; cour;
3304;-14.43398126;16.48695746;15:00;STILL;regarder la télé; salon;
3304;-14.43385386;16.48701533;18:00;WANDER;Préparer le diner ; cuisine ;
3304;-14.43398126;16.48695746;21:00;STILL;regarder la télé; salon;
3305;-14.43414463;16.48702952;07:00;WANDER;priére+ tache ménagére; chambre (369);
3305;-14.43398126;16.48695746;10:00;FEED;petit dej; salon;
3305;-14.43414463;16.48702952;11:00;STILL;connecter; chambre;
3305;-14.43396894;16.48695687;15:00;STILL;regarder la télé; salon (371);
3305;-14.43414463;16.48702952;18:00;STILL;connecter; chambre;
3305;-14.43414463;16.48702952;21:00;STILL;palabrer; chambre;
3305;-14.43414463;16.48702952;23:00;REST;dormir ; TC; chambre
3306;-14.43412532;16.48298039;06:00;WANDER;priére+ nourrir les animaux; mosquéee;
3306;-14.4340769;16.4870726;08:00;REST;dormir; chambre (370);
3306;-14.43392762;16.48711178;09:00;FEED;petit dej; cour;
3306;-14.43294769;16.48631774;10:00;WANDER;rendre visite; village;
3306;-14.4340769;16.4870726;15:00;REST;repos; chambre;
3306;-14.41908659;16.49337207;17:00;WANDER;aller au champ ; Champ;
3306;-14.43392762;16.48711178;20:00;STILL;palabrer; cour;
3306;-14.4340769;16.4870726;23:00;REST;dormir ; TC; chambre
3308;-14.43404338;16.48703531;00:00;REST;dormir ; TC; chambre
3308;-14.43387263;16.48713493;07:00;WANDER;priére+ tache ménagére; cour;
3308;-14.43387263;16.48713493;08:30;FEED;petit dej; cour;
3308;-14.43385386;16.48701533;09:00;WANDER;aller au travail; cuisine;
3308;-14.43385386;16.48701533;17:00;WANDER;preparer le diner; cuisine (368);
3308;-14.43387263;16.48713493;19:00;REST;repos; cour;
3310;-14.45487557;16.49505519;05:00;WANDER;priére+ préparatif; maison (thialaga);
3310;-14.43378412;16.48716193;07:00;WANDER;venir à dodel;boutique (398);
3310;-14.43378412;16.48716193;11:00;WANDER;venir à la boutique; boutique;
